Node	NodeProbability
1	0.5
2	0.5
3	0.125
4	0.125
5	0.125
6	0.125
7	0.125
8	0.125
9	0.125
10	0.125
11	0.03125
12	0.03125
13	0.03125
14	0.03125
15	0.03125
16	0.03125
17	0.03125
18	0.03125
19	0.03125
20	0.03125
21	0.03125
22	0.03125
23	0.03125
24	0.03125
25	0.03125
26	0.03125
27	0.03125
28	0.03125
29	0.03125
30	0.03125
31	0.03125
32	0.03125
33	0.03125
34	0.03125
35	0.03125
36	0.03125
37	0.03125
38	0.03125
39	0.03125
40	0.03125
41	0.03125
42	0.03125
43	0.0078125
44	0.0078125
45	0.0078125
46	0.0078125
47	0.0078125
48	0.0078125
49	0.0078125
50	0.0078125
51	0.0078125
52	0.0078125
53	0.0078125
54	0.0078125
55	0.0078125
56	0.0078125
57	0.0078125
58	0.0078125
59	0.0078125
60	0.0078125
61	0.0078125
62	0.0078125
63	0.0078125
64	0.0078125
65	0.0078125
66	0.0078125
67	0.0078125
68	0.0078125
69	0.0078125
70	0.0078125
71	0.0078125
72	0.0078125
73	0.0078125
74	0.0078125
75	0.0078125
76	0.0078125
77	0.0078125
78	0.0078125
79	0.0078125
80	0.0078125
81	0.0078125
82	0.0078125
83	0.0078125
84	0.0078125
85	0.0078125
86	0.0078125
87	0.0078125
88	0.0078125
89	0.0078125
90	0.0078125
91	0.0078125
92	0.0078125
93	0.0078125
94	0.0078125
95	0.0078125
96	0.0078125
97	0.0078125
98	0.0078125
99	0.0078125
100	0.0078125
101	0.0078125
102	0.0078125
103	0.0078125
104	0.0078125
105	0.0078125
106	0.0078125
107	0.0078125
108	0.0078125
109	0.0078125
110	0.0078125
111	0.0078125
112	0.0078125
113	0.0078125
114	0.0078125
115	0.0078125
116	0.0078125
117	0.0078125
118	0.0078125
119	0.0078125
120	0.0078125
121	0.0078125
122	0.0078125
123	0.0078125
124	0.0078125
125	0.0078125
126	0.0078125
127	0.0078125
128	0.0078125
129	0.0078125
130	0.0078125
131	0.0078125
132	0.0078125
133	0.0078125
134	0.0078125
135	0.0078125
136	0.0078125
137	0.0078125
138	0.0078125
139	0.0078125
140	0.0078125
141	0.0078125
142	0.0078125
143	0.0078125
144	0.0078125
145	0.0078125
146	0.0078125
147	0.0078125
148	0.0078125
149	0.0078125
150	0.0078125
151	0.0078125
152	0.0078125
153	0.0078125
154	0.0078125
155	0.0078125
156	0.0078125
157	0.0078125
158	0.0078125
159	0.0078125
160	0.0078125
161	0.0078125
162	0.0078125
163	0.0078125
164	0.0078125
165	0.0078125
166	0.0078125
167	0.0078125
168	0.0078125
169	0.0078125
170	0.0078125
171	0.001953125
172	0.001953125
173	0.001953125
174	0.001953125
175	0.001953125
176	0.001953125
177	0.001953125
178	0.001953125
179	0.001953125
180	0.001953125
181	0.001953125
182	0.001953125
183	0.001953125
184	0.001953125
185	0.001953125
186	0.001953125
187	0.001953125
188	0.001953125
189	0.001953125
190	0.001953125
191	0.001953125
192	0.001953125
193	0.001953125
194	0.001953125
195	0.001953125
196	0.001953125
197	0.001953125
198	0.001953125
199	0.001953125
200	0.001953125
201	0.001953125
202	0.001953125
203	0.001953125
204	0.001953125
205	0.001953125
206	0.001953125
207	0.001953125
208	0.001953125
209	0.001953125
210	0.001953125
211	0.001953125
212	0.001953125
213	0.001953125
214	0.001953125
215	0.001953125
216	0.001953125
217	0.001953125
218	0.001953125
219	0.001953125
220	0.001953125
221	0.001953125
222	0.001953125
223	0.001953125
224	0.001953125
225	0.001953125
226	0.001953125
227	0.001953125
228	0.001953125
229	0.001953125
230	0.001953125
231	0.001953125
232	0.001953125
233	0.001953125
234	0.001953125
235	0.001953125
236	0.001953125
237	0.001953125
238	0.001953125
239	0.001953125
240	0.001953125
241	0.001953125
242	0.001953125
243	0.001953125
244	0.001953125
245	0.001953125
246	0.001953125
247	0.001953125
248	0.001953125
249	0.001953125
250	0.001953125
251	0.001953125
252	0.001953125
253	0.001953125
254	0.001953125
255	0.001953125
256	0.001953125
257	0.001953125
258	0.001953125
259	0.001953125
260	0.001953125
261	0.001953125
262	0.001953125
263	0.001953125
264	0.001953125
265	0.001953125
266	0.001953125
267	0.001953125
268	0.001953125
269	0.001953125
270	0.001953125
271	0.001953125
272	0.001953125
273	0.001953125
274	0.001953125
275	0.001953125
276	0.001953125
277	0.001953125
278	0.001953125
279	0.001953125
280	0.001953125
281	0.001953125
282	0.001953125
283	0.001953125
284	0.001953125
285	0.001953125
286	0.001953125
287	0.001953125
288	0.001953125
289	0.001953125
290	0.001953125
291	0.001953125
292	0.001953125
293	0.001953125
294	0.001953125
295	0.001953125
296	0.001953125
297	0.001953125
298	0.001953125
299	0.001953125
300	0.001953125
301	0.001953125
302	0.001953125
303	0.001953125
304	0.001953125
305	0.001953125
306	0.001953125
307	0.001953125
308	0.001953125
309	0.001953125
310	0.001953125
311	0.001953125
312	0.001953125
313	0.001953125
314	0.001953125
315	0.001953125
316	0.001953125
317	0.001953125
318	0.001953125
319	0.001953125
320	0.001953125
321	0.001953125
322	0.001953125
323	0.001953125
324	0.001953125
325	0.001953125
326	0.001953125
327	0.001953125
328	0.001953125
329	0.001953125
330	0.001953125
331	0.001953125
332	0.001953125
333	0.001953125
334	0.001953125
335	0.001953125
336	0.001953125
337	0.001953125
338	0.001953125
339	0.001953125
340	0.001953125
341	0.001953125
342	0.001953125
343	0.001953125
344	0.001953125
345	0.001953125
346	0.001953125
347	0.001953125
348	0.001953125
349	0.001953125
350	0.001953125
351	0.001953125
352	0.001953125
353	0.001953125
354	0.001953125
355	0.001953125
356	0.001953125
357	0.001953125
358	0.001953125
359	0.001953125
360	0.001953125
361	0.001953125
362	0.001953125
363	0.001953125
364	0.001953125
365	0.001953125
366	0.001953125
367	0.001953125
368	0.001953125
369	0.001953125
370	0.001953125
371	0.001953125
372	0.001953125
373	0.001953125
374	0.001953125
375	0.001953125
376	0.001953125
377	0.001953125
378	0.001953125
379	0.001953125
380	0.001953125
381	0.001953125
382	0.001953125
383	0.001953125
384	0.001953125
385	0.001953125
386	0.001953125
387	0.001953125
388	0.001953125
389	0.001953125
390	0.001953125
391	0.001953125
392	0.001953125
393	0.001953125
394	0.001953125
395	0.001953125
396	0.001953125
397	0.001953125
398	0.001953125
399	0.001953125
400	0.001953125
401	0.001953125
402	0.001953125
403	0.001953125
404	0.001953125
405	0.001953125
406	0.001953125
407	0.001953125
408	0.001953125
409	0.001953125
410	0.001953125
411	0.001953125
412	0.001953125
413	0.001953125
414	0.001953125
415	0.001953125
416	0.001953125
417	0.001953125
418	0.001953125
419	0.001953125
420	0.001953125
421	0.001953125
422	0.001953125
423	0.001953125
424	0.001953125
425	0.001953125
426	0.001953125
427	0.001953125
428	0.001953125
429	0.001953125
430	0.001953125
431	0.001953125
432	0.001953125
433	0.001953125
434	0.001953125
435	0.001953125
436	0.001953125
437	0.001953125
438	0.001953125
439	0.001953125
440	0.001953125
441	0.001953125
442	0.001953125
443	0.001953125
444	0.001953125
445	0.001953125
446	0.001953125
447	0.001953125
448	0.001953125
449	0.001953125
450	0.001953125
451	0.001953125
452	0.001953125
453	0.001953125
454	0.001953125
455	0.001953125
456	0.001953125
457	0.001953125
458	0.001953125
459	0.001953125
460	0.001953125
461	0.001953125
462	0.001953125
463	0.001953125
464	0.001953125
465	0.001953125
466	0.001953125
467	0.001953125
468	0.001953125
469	0.001953125
470	0.001953125
471	0.001953125
472	0.001953125
473	0.001953125
474	0.001953125
475	0.001953125
476	0.001953125
477	0.001953125
478	0.001953125
479	0.001953125
