Node	NodeProbability
1572	0.0009765625
1573	0.0009765625
1574	0.0009765625
1575	0.0009765625
1576	0.0009765625
1577	0.0009765625
1578	0.0009765625
1579	0.0009765625
1580	0.0009765625
1581	0.0009765625
1582	0.0009765625
1583	0.0009765625
1584	0.0009765625
1585	0.0009765625
1586	0.0009765625
1587	0.0009765625
1588	0.0009765625
1589	0.0009765625
1590	0.0009765625
1591	0.0009765625
1592	0.0009765625
1593	0.0009765625
1594	0.0009765625
1595	0.0009765625
1596	0.0009765625
1597	0.0009765625
1598	0.0009765625
1599	0.0009765625
1600	0.0009765625
1601	0.0009765625
1602	0.0009765625
1603	0.0009765625
1604	0.0009765625
1605	0.0009765625
1606	0.0009765625
1607	0.0009765625
1608	0.0009765625
1609	0.0009765625
1610	0.0009765625
1611	0.0009765625
1612	0.0009765625
1613	0.0009765625
1614	0.0009765625
1615	0.0009765625
1616	0.0009765625
1617	0.0009765625
1618	0.0009765625
1619	0.0009765625
1620	0.0009765625
1621	0.0009765625
1622	0.0009765625
1623	0.0009765625
1624	0.0009765625
1625	0.0009765625
1626	0.0009765625
1627	0.0009765625
1628	0.0009765625
1629	0.0009765625
1630	0.0009765625
1631	0.0009765625
1632	0.0009765625
1633	0.0009765625
1634	0.0009765625
1635	0.0009765625
1636	0.0009765625
1637	0.0009765625
1638	0.0009765625
1639	0.0009765625
1640	0.0009765625
1641	0.0009765625
1642	0.0009765625
1643	0.0009765625
1644	0.0009765625
1645	0.0009765625
1646	0.0009765625
1647	0.0009765625
1648	0.0009765625
1649	0.0009765625
1650	0.0009765625
1651	0.0009765625
1652	0.0009765625
1653	0.0009765625
1654	0.0009765625
1655	0.0009765625
1656	0.0009765625
1657	0.0009765625
1658	0.0009765625
1659	0.0009765625
1660	0.0009765625
1661	0.0009765625
1662	0.0009765625
1663	0.0009765625
1664	0.0009765625
1665	0.0009765625
1666	0.0009765625
1667	0.0009765625
1668	0.0009765625
1669	0.0009765625
1670	0.0009765625
1671	0.0009765625
1672	0.0009765625
1673	0.0009765625
1674	0.0009765625
1675	0.0009765625
1676	0.0009765625
1677	0.0009765625
1678	0.0009765625
1679	0.0009765625
1680	0.0009765625
1681	0.0009765625
1682	0.0009765625
1683	0.0009765625
1684	0.0009765625
1685	0.0009765625
1686	0.0009765625
1687	0.0009765625
1688	0.0009765625
1689	0.0009765625
1690	0.0009765625
1691	0.0009765625
1692	0.0009765625
1693	0.0009765625
1694	0.0009765625
1695	0.0009765625
1696	0.0009765625
1697	0.0009765625
1698	0.0009765625
1699	0.0009765625
1700	0.0009765625
1701	0.0009765625
1702	0.0009765625
1703	0.0009765625
1704	0.0009765625
1705	0.0009765625
1706	0.0009765625
